University,Short Name,Доля ППС возрастной категории моложе 40 лет,Доля ППС возрастной категории моложе 65 лет,"Доля ППС, имеющих ученые степени","Доля аспирантов (адъюнктов), интернов, ординаторов, ассистентов-стажеров, обучающихся в очной форме",Доля внебюджетных средств в доходах от научных исследований и разработок,Доля внебюджетных средств в доходах от образовательной деятельности,Доля доходов вуза  из бюджета субъекта РФ и местного бюджета,Доля доходов вуза  из внебюджетных источников,Доля доходов вуза  из федерального бюджета,Доля доходов вуза  от научных исследований и разработок в общих доходах вуза,Доля доходов вуза  от образовательной деятельности в общих доходах вуза,Доля доходов филиала  из бюджета субъекта РФ и местного бюджета,Доля доходов филиала  из внебюджетных источников,Доля доходов филиала  из федерального бюджета,Доля доходов филиала  от научных исследований и разработок в общих доходах филиала,Доля доходов филиала  от образовательной деятельности в общих доходах филиала,"Доля иностранных студентов в общей численности студентов, обучающихся по программам бакалавриата, специалитета, магистратуры","Доля научных работников, имеющих ученые степени","Доля обучающихся по программам бакалавриата в общей численности обучающихся по программам бакалавриата, специалитета, магистратуры","Доля обучающихся по программам бакалавриата, специалитета, магистратуры в очной форме","Доля обучающихся по программам магистратуры в общей численности обучающихся по программам бакалавриата, специалитета, магистратуры","Доля персональных компьютеров, имеющих доступ к Интернету","Доля студентов, не обеспеченных собственным общежитием, в числе студентов, нуждающихся в общежитии",Доходы вуза  из внебюджетных источников,Доходы вуза  из всех источников,Доходы вуза  от образовательной деятельности из иностранных источников,Доходы вуза из иностранных источников на выполнение НИОКР,Доходы филиала  из внебюджетных источников,Доходы филиала  из всех источников,Доходы филиала  от образовательной деятельности из иностранных источников,Доходы филиала из иностранных источников на выполнение НИОКР,Количество бизнес-инкубаторов,Количество малых предприятий,Количество персональных компьютеров,"Количество созданных результатов интеллектуальной деятельности, имеющих правовую охрану за пределами России",Количество технопарков,Количество центров коллективного пользования научным оборудованием,Наличие электронной библиотечной системы,Общая площадь зданий (помещений),Общая численность ППС (без внешних совместителей и работающих по договорам ГПХ),"Общая численность аспирантов (адъюнктов), интернов, ординаторов, ассистентов-стажеров",Общая численность докторантов,"Общая численность иностранных аспирантов (адъюнктов), интернов, ординаторов, ассистентов-стажеров","Общая численность иностранных студентов, обучающихся по программам бакалавриата, специалитета, магистратуры",Общая численность научных работников (без внешних совместителей и работающих по договорам ГПХ),"Общая численность обучающихся по очной форме обучения по программам бакалавриата, специалитета, магистратуры, реализуемым совместно с зарубежными вузами и ведущим к получению двух дипломов",Общая численность обучающихся по программам среднего профессионального образования,Общая численность работников образовательной организации (без внешних совместителей и работающих по договорам ГПХ),Общая численность слушателей программ дополнительного профессионального образования,"Общая численность студентов, обучающихся по программам бакалавриата, специалитета, магистратуры",Общее количество публикаций организации в расчете на 100 НПР,"Общее число образовательных программ высшего образования, реализуемых совместно с зарубежными вузами и ведущих к получению двух дипломов","Общий объем средств, поступивших (за отчетный год) от выполнения НИОКР, выполненных собственными силами","Общий объем средств, поступивших (за отчетный год) от выполнения работ, услуг, связанных с научными, научно-техническими, творческими услугами и разработками, выполненных собственными силами",Площадь крытых спортивных сооружений,Площадь общежитий,Площадь учебно-лабораторных зданий,"Площадь, предназначенная для научно-исследовательских подразделений","Средний балл ЕГЭ студентов, принятых на обучение по программам бакалавриата и специалитета, по всем формам обучения",Средняя заработная плата ППС (без внешних совместителей и работающих по договорам ГПХ),Средняя заработная плата научных работников (без внешних совместителей и работающих по договорам ГПХ),Число диссертационных советов,"Число предприятий, с которыми заключены договоры на подготовку специалистов","Число предприятий, являющихся базами практики, с которыми оформлены договорные отношения","Число статей, подготовленных совместно с зарубежными организациями"
"Рубцовский индустриальный институт(филиал) ФГБОУ ВО "" Алтайский государственный технический университет имени И.И.Ползунова""",Рубцовский индустриальный институт(филиал) ФГБОУ ВО  Алтайский государственный технический университет имени И.И.Ползунова,17.39,86.96,73.91,0.0,100.0,22.33,,,,,,0.0,29.11,70.89,5.21,91.27,6.59,100.0,100.0,49.49,0.0,93.1,0.0,,,,,28262.5,97086.5,918.6,0.0,0,0,290,0,0,0,да,16979,46,0,0,0,45,1,0,121,117,85,683,0.0,0,4990.3,4990.3,1565,2713,13947,0,60.18,57.57,77.2,0,0,12,0
Рубцовский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего профессионального образования «Алтайский государственный университет»,Рубцовский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего профессионального образования «Алтайский государственный университет»,4.76,90.48,90.48,0.0,100.0,75.3,,,,,,0.0,76.09,23.91,2.22,96.78,2.16,0.0,100.0,33.72,0.0,100.0,0.0,,,,,76539.7,100587.6,686.2,0.0,0,0,296,0,0,0,да,34523,21,0,0,0,13,0,0,1090,93,241,602,0.0,0,2229.5,2229.5,26232,0,34102,1000,57.37,78.19,0.0,0,5,151,0
Рузаевский институт машиностроения (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Национальный исследовательский Мордовский государственный университет им. Н.П.Огарева»,Рузаевский институт машиностроения (филиал) федерального государственного бюджетного образовательного учреждения «Национальный исследовательский Мордовский государственный университет им. Н.П.Огарева»,15.0,90.0,85.0,0.0,100.0,45.74,,,,,,0.0,46.51,53.49,1.59,95.64,2.11,0.0,61.24,15.59,38.76,84.69,0.0,,,,,25158.7,54095.7,470.2,0.0,0,0,196,0,0,0,да,17900,20,0,0,0,15,1,0,239,39,0,712,0.0,0,783.3,783.3,0,9209,8691,0,61.85,67.15,175.5,0,1,8,0
Рязанский институт (филиал) Московского политехнического университета,Рязанский институт (филиал) Московского политехнического университета,41.79,92.54,61.19,0.0,100.0,63.78,,,,,,0.0,61.01,38.99,2.17,89.12,3.45,0.0,74.0,36.19,10.0,86.19,0.0,,,,,96929.0,158871.3,0.0,0.0,0,0,543,0,0,0,да,7635,67,0,0,0,70,0,0,53,116,146,2031,0.0,0,3454.0,3454.0,163,0,7439,70,63.32,81.86,0.0,0,9,375,0
"СИБАЙСКИЙ ИНСТИТУТ (ФИЛИАЛ) ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""УФИМСКИЙ УНИВЕРСИТЕТ НАУКИ И ТЕХНОЛОГИЙ""",СИБАЙСКИЙ ИНСТИТУТ (ФИЛИАЛ) ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ УФИМСКИЙ УНИВЕРСИТЕТ НАУКИ И ТЕХНОЛОГИЙ,16.36,96.36,76.36,0.0,100.0,44.25,,,,,,0.0,50.01,49.99,6.41,89.66,0.28,100.0,100.0,20.79,0.0,100.0,0.0,,,,,84759.3,169486.7,0.0,0.0,0,0,199,0,0,0,да,51254,55,0,0,0,7,1,0,0,130,3095,2506,758.36,0,10857.4,10857.4,2569,9599,38171,452,61.59,78.51,88.73,0,0,0,2
"Самарский филиал Государственного автономного образовательного учреждения высшего образования города Москвы ""Московский городской педагогический университет""",Самарский филиал Государственного автономного образовательного учреждения города Москвы Московский городской педагогический университет,14.49,82.61,78.26,30.3,100.0,48.66,,,,,,0.0,50.82,49.18,4.21,95.79,1.2,100.0,84.68,51.69,15.32,100.0,0.0,,,,,96875.6,190627.5,0.0,0.0,0,0,200,0,0,0,да,4110,69,33,0,0,25,1,0,0,151,696,2076,195.38,0,8034.8,8034.8,0,0,4110,0,71.01,57.07,44.42,0,0,0,0
"Самарский филиал Федерального государственного бюджетного образовательного учреждения высшего образования ""Волжский государственный университет водного транспорта""",Самарский филиал Федерального государственного бюджетного образовательного учреждения Волжский государственный университет водного транспорта,0.0,0.0,100.0,0.0,0.0,32.7,,,,,,0.0,12.44,87.56,0.0,28.1,0.0,0.0,0.0,0.0,0.0,37.5,0.0,,,,,29589.5,237857.5,0.0,0.0,0,0,120,0,0,0,да,8365,1,0,0,0,0,0,0,710,19,398,159,0.0,0,0.0,0.0,53,2034,6331,0,0.0,61.42,0.0,0,0,36,0
"Самарский филиал негосударственного образовательного учреждения высшего профессионального образования ""Санкт-Петербургский Гуманитарный университет профсоюзов""",Самарский филиал негосударственного образовательного учреждения высшего профессионального образования Санкт-Петербургский Гуманитарный университет профсоюзов,16.67,83.33,100.0,0.0,100.0,100.0,,,,,,0.0,100.0,0.0,10.91,89.09,1.04,0.0,100.0,0.0,0.0,100.0,0.0,,,,,18289.8,18289.8,0.0,0.0,0,0,43,0,0,0,да,513,6,0,0,0,3,0,0,0,14,62,289,0.0,0,1995.9,1995.9,0,0,513,0,66.53,5.76,0.0,0,0,0,0
"Санкт-Петербургский имени В.Б.Бобкова филиал государственного казенного образовательного учреждения высшего образования ""Российская таможенная академия""",Санкт-Петербургский имени В.Б.Бобкова филиал государственного казенного образовательного учреждения Российская таможенная академия,16.49,81.44,73.2,0.0,0.0,0.0,,,,,,0.0,0.0,100.0,7.51,92.49,9.94,66.67,50.28,83.61,0.0,61.7,100.0,,,,,0.0,397461.6,0.0,0.0,0,0,1081,0,0,0,да,26533,97,0,0,0,179,3,0,0,226,4032,1800,0.0,0,29865.5,29865.5,731,3160,23373,238,71.33,137.39,139.22,0,1,59,0
Санкт-Петербургский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Всероссийский государственный университет юстиции (РПА Минюста России)»,Санкт-Петербургский институт (филиал) федерального государственного бюджетного образовательного учреждения «Всероссийский государственный университет юстиции (РПА Минюста России)»,16.0,98.0,90.0,0.0,100.0,87.56,,,,,,0.0,88.59,11.41,8.23,91.73,1.06,25.0,33.33,45.81,20.81,100.0,0.0,,,,,254407.5,287180.0,2800.1,0.0,0,0,230,0,0,0,да,10302,50,0,0,0,19,4,0,301,109,190,1788,0.0,0,23623.3,23623.3,213,0,8720,0,68.62,137.44,119.21,0,12,35,0
"Санкт-Петербургский филиал федерального государственного автономного образовательного учреждения высшего образования ""Национальный исследовательский университет ""Высшая школа экономики""","Санкт-Петербургский филиал федерального государственного автономного образовательного учреждения Национальный исследовательский университет Высшая школа экономики""",48.63,93.49,59.25,100.0,41.03,57.94,,,,,,0.0,58.01,41.99,6.23,79.35,9.99,54.39,81.27,98.67,18.73,100.0,42.01,,,,,1364496.2,2352047.4,62122.7,0.0,0,0,2004,0,0,0,да,90684,292,101,0,11,712,57,1951,0,953,4028,7126,0.0,10,143120.7,143120.7,404,28342,38571,1403,87.67,139.04,149.06,0,0,491,0
"Санкт-Петербургский филиал федерального государственного образовательного бюджетного учреждения высшего образования ""Финансовый университет при Правительстве Российской Федерации""",Санкт-Петербургский филиал федерального государственного образовательного бюджетного учреждения Финансовый университет при Правительстве Российской Федерации,38.46,76.92,84.62,0.0,100.0,40.79,,,,,,0.0,47.42,52.58,3.52,88.8,2.32,0.0,100.0,74.29,0.0,100.0,0.0,,,,,68307.9,144036.0,0.0,0.0,0,0,206,0,0,0,да,9166,13,0,0,0,13,0,0,119,43,331,560,0.0,0,5065.0,5065.0,1196,4396,4673,0,68.02,194.63,0.0,0,6,130,0
"Санкт-Петербургское государственное автономное образовательное учреждение высшего образования ""Санкт-Петербургский государственный институт психологии и социальной работы""",Санкт-Петербургское государственное автономное образовательное учреждение Санкт-Петербургский государственный институт психологии и социальной работы,12.86,77.14,72.86,0.0,0.0,97.75,2.21,97.79,0.0,0.0,98.37,,,,,,2.22,0.0,73.15,43.91,15.06,94.3,0.0,182781.4,186920.2,0.0,0.0,,,,,0,0,298,0,0,0,да,9978,70,0,0,0,40,1,0,0,162,890,1799,29.17,0,0.0,0.0,107,0,8963,167,63.07,105.33,38.22,0,0,0,0
"Саранский кооперативный институт (филиал) автономной некоммерческой образовательной организации высшего образования Центросоюза Российской Федерации ""Российский университет кооперации""",Саранский кооперативный институт (филиал) автономной некоммерческой образовательной организации Центросоюза Российской Федерации Российский университет кооперации,13.95,100.0,100.0,0.0,100.0,97.75,,,,,,0.44,97.45,2.11,5.08,94.47,0.7,0.0,65.59,33.21,13.13,100.0,0.0,,,,,222941.4,228767.1,1284.3,0.0,0,0,276,0,0,0,да,5343,43,0,0,0,17,1,0,1030,107,358,2415,0.0,0,11619.9,11619.9,267,0,5343,18,53.4,80.76,81.12,0,0,119,0
"Сарапульский политехнический институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования ""Ижевский государственный технический университет имени М.Т.Калашникова""",Сарапульский политехнический институт (филиал) федерального государственного бюджетного образовательного учреждения Ижевский государственный технический университет имени М.Т.Калашникова,35.71,85.71,71.43,0.0,100.0,56.06,,,,,,0.0,56.97,43.03,0.74,97.93,0.0,0.0,97.73,16.16,2.27,100.0,0.0,,,,,23149.7,40637.9,0.0,0.0,0,0,88,0,0,0,да,4522,14,0,0,0,0,0,0,0,41,0,662,450.62,0,0.0,0.0,0,0,2030,0,57.94,72.31,0.0,0,2,5,0
Саровский физико-технический институт - филиал федерального государственного автономного образовательного учреждения высшего образования «Национальный исследовательский ядерный университет «МИФИ»,Саровский физико-технический институт - филиал федерального государственного автономного образовательного учреждения «Национальный исследовательский ядерный университет «МИФИ»,8.77,64.91,56.14,100.0,100.0,33.94,,,,,,0.0,48.0,52.0,18.09,78.73,0.0,0.0,60.12,87.68,26.39,87.7,0.0,,,,,155931.2,324882.2,0.0,0.0,0,1,805,0,0,0,да,28730,57,58,0,0,0,2,0,93,162,219,1023,0.0,0,54678.0,54678.0,560,13166,15455,1380,65.81,114.63,96.89,0,1,1,0
"Сахалинский институт железнодорожного транспорта - филиала федерального государственного бюджетного образовательного учреждения высшего образования ""Дальневосточный государственный университет путей сообщения"" в г. Южно-Сахалинске",Сахалинский институт железнодорожного транспорта - филиала федерального государственного бюджетного образовательного учреждения Дальневосточный государственный университет путей сообщения в г. Южно-Сахалинске,11.11,88.89,44.44,0.0,100.0,90.41,,,,,,0.0,90.68,9.32,2.81,97.19,0.52,0.0,77.37,27.44,0.0,100.0,100.0,,,,,113596.6,125277.6,0.0,0.0,0,0,91,0,0,0,да,7611,18,0,0,0,7,0,0,0,45,37,1352,0.0,0,3523.0,3523.0,577,120,7404,458,52.6,173.42,0.0,0,3,98,0
"Саяно-Шушенский филиал федерального государственного автономного образовательного учреждения высшего образования ""Сибирский федеральный университет""",Саяно-Шушенский филиал федерального государственного автономного образовательного учреждения Сибирский федеральный университет,30.56,80.56,41.67,0.0,100.0,7.45,,,,,,0.0,34.14,65.86,0.56,71.16,0.91,0.0,88.58,79.0,11.42,91.58,100.0,,,,,37185.7,108914.5,0.0,0.0,0,0,202,0,0,0,да,14401,36,0,0,0,4,0,0,0,88,46,438,0.0,0,606.5,606.5,1050,4943,7526,0,60.91,91.55,0.0,0,0,0,0
"Себряковский филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Волгоградский государственный технический университет""",Себряковский филиал федерального государственного бюджетного образовательного учреждения Волгоградский государственный технический университет,33.33,91.67,70.83,0.0,100.0,17.91,,,,,,17.12,19.18,63.7,1.14,98.45,0.42,0.0,100.0,46.74,0.0,51.61,0.0,,,,,16101.6,83942.9,0.0,0.0,0,1,155,0,0,0,да,3509,24,0,0,0,3,2,0,414,60,100,721,203.08,0,958.0,958.0,0,0,3391,84,65.28,65.23,69.5,0,0,0,0
Севастопольский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российский экономический университет имени Г.В. Плеханова»,Севастопольский филиал федерального государственного бюджетного образовательного учреждения «Российский экономический университет имени Г.В. Плеханова»,16.67,94.44,94.44,0.0,92.44,79.0,,,,,,1.36,79.38,19.26,2.85,97.15,1.39,0.0,58.06,57.64,12.08,100.0,0.0,,,,,47866.0,60299.9,0.0,0.0,0,0,118,0,0,0,да,4980,18,0,0,0,10,1,0,0,45,337,720,0.0,0,1720.0,1720.0,357,0,4980,105,68.65,75.42,17.58,0,0,45,0
Севастопольский экономико-гуманитарный институт (филиал) федерального государственного автономного образовательного учреждения высшего образования «Крымский федеральный университет имени В.И. Вернадского»,Севастопольский экономико-гуманитарный институт (филиал) федерального государственного автономного образовательного учреждения «Крымский федеральный университет имени В.И. Вернадского»,6.45,90.32,80.65,0.0,0.0,48.61,,,,,,0.0,28.48,71.52,0.0,58.59,0.69,0.0,68.05,23.06,31.95,72.57,0.0,,,,,25473.3,89440.6,332.8,0.0,0,0,175,0,0,0,нет,2659,31,0,0,0,8,0,0,0,65,33,1158,425.35,0,0.0,0.0,0,0,2358,0,61.23,80.52,0.0,0,0,51,0
Северный институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Всероссийский государственный университет юстиции (РПА Минюста России)» в г. Петрозаводске,Северный институт (филиал) федерального государственного бюджетного образовательного учреждения «Всероссийский государственный университет юстиции (РПА Минюста России)» в г. Петрозаводске,10.0,70.0,100.0,0.0,100.0,71.1,,,,,,0.0,75.64,24.36,15.7,84.3,0.0,0.0,28.65,40.85,0.0,100.0,0.0,,,,,28203.6,37287.3,0.0,0.0,0,0,85,0,0,0,да,1811,10,0,0,0,0,0,0,23,26,68,377,0.0,0,5852.8,5852.8,199,0,1811,0,62.25,100.46,0.0,0,0,30,0
Северный филиал Автономной некоммерческой организации высшего образования Московского гуманитарно-экономического университета,Северный филиал Автономной некоммерческой организации Московского гуманитарно-экономического университета,0.0,100.0,100.0,0.0,0.0,100.0,,,,,,0.0,100.0,0.0,0.0,97.54,0.0,0.0,100.0,9.68,0.0,100.0,0.0,,,,,8118.0,8118.0,0.0,0.0,0,0,55,0,0,0,да,1644,1,0,0,0,0,0,0,0,8,0,62,0.0,0,0.0,0.0,0,0,1644,54,65.03,20.67,0.0,0,0,10,0
Северо-Западный институт (филиал) Автономной некоммерческой организации высшего образования Московского гуманитарно-экономического университета,Северо-Западный институт (филиал) Автономной некоммерческой организации Московского гуманитарно-экономического университета,14.29,85.71,42.86,0.0,100.0,100.0,,,,,,0.0,100.0,0.0,3.3,96.7,1.61,0.0,100.0,30.24,0.0,100.0,0.0,,,,,59816.2,59816.2,0.0,0.0,0,0,120,0,0,0,да,5733,7,0,0,0,8,0,0,61,25,0,496,0.0,0,1974.0,1974.0,382,0,5733,0,66.99,174.18,0.0,0,0,24,0
"Северо-Западный институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования ""Московский государственный юридический университет имени О.Е. Кутафина (МГЮА)""",Северо-Западный институт (филиал) федерального государственного бюджетного образовательного учреждения Московский государственный юридический университет имени О.Е. Кутафина (МГЮА),20.59,88.24,76.47,0.0,100.0,63.87,,,,,,0.99,63.59,35.42,1.37,96.97,1.37,0.0,49.96,52.69,26.78,100.0,0.0,,,,,73898.0,116211.5,0.0,0.0,0,0,143,0,0,0,да,6847,34,0,0,0,16,0,0,89,65,224,1169,0.0,0,1595.0,1595.0,292,0,6847,0,70.64,92.97,0.0,0,10,84,0
"Северо-Западный институт управления - филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации""",Северо-Западный институт управления - филиал федерального государственного бюджетного образовательного учреждения Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации,15.93,83.19,81.12,73.47,100.0,81.52,,,,,,0.0,81.81,18.19,0.81,98.45,4.85,85.71,69.95,72.31,12.93,100.0,0.0,,,,,1806265.0,2207995.6,60725.1,2825.3,0,1,2306,0,0,0,да,65800,339,294,0,11,538,7,0,1497,1069,2367,11083,0.0,0,17513.3,17513.3,363,8756,34095,240,65.31,140.19,280.25,0,67,81,0
"Северо-Западный филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Российский государственный университет правосудия"" (г. Санкт-Петербург)",Северо-Западный филиал федерального государственного бюджетного образовательного учреждения Российский государственный университет правосудия (г. Санкт-Петербург),9.78,83.7,95.65,0.0,100.0,94.51,,,,,,0.0,95.02,4.98,7.55,90.69,1.58,0.0,41.6,58.17,23.09,100.0,100.0,,,,,459003.1,483041.1,0.0,0.0,0,0,289,0,0,0,да,32881,92,0,0,0,40,0,0,684,162,1550,2529,189.7,0,36486.0,36486.0,356,0,6446,0,71.67,139.95,0.0,0,0,0,0
"Северо-Кавказский Филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Московский автомобильно-дорожный государственный технический университет (МАДИ)""",Северо-Кавказский Филиал федерального государственного бюджетного образовательного учреждения Московский автомобильно-дорожный государственный технический университет (МАДИ),10.0,100.0,80.0,0.0,100.0,41.17,,,,,,0.0,44.03,55.97,4.87,95.13,1.97,100.0,73.62,38.19,0.0,92.31,0.0,,,,,12196.3,27697.3,0.0,0.0,0,0,78,0,0,0,да,3781,10,0,0,0,5,2,0,0,46,0,254,86.58,0,1350.0,1350.0,123,417,2988,424,53.5,61.4,61.17,0,0,0,0
Северо-Кавказский институт (филиал) Автономной некоммерческой организации высшего образования Московского гуманитарно-экономического университета,Северо-Кавказский институт (филиал) Автономной некоммерческой организации Московского гуманитарно-экономического университета,12.0,84.0,88.0,0.0,100.0,100.0,,,,,,0.0,100.0,0.0,4.25,92.18,0.93,100.0,88.46,13.98,0.0,85.56,0.0,,,,,101123.6,101123.6,0.0,0.0,0,0,277,0,0,0,да,9176,25,0,0,0,16,1,0,202,69,0,1724,0.0,0,4302.0,4302.0,1857,0,9176,0,65.49,82.8,82.8,0,0,82,0
Северо-Кавказский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Всероссийский государственный университет юстиции (РПА Минюста России)» в г. Махачкале,Северо-Кавказский институт (филиал) федерального государственного бюджетного образовательного учреждения «Всероссийский государственный университет юстиции (РПА Минюста России)» в г. Махачкале,21.62,83.78,81.08,0.0,100.0,90.91,,,,,,0.0,91.31,8.69,4.42,95.58,1.37,0.0,4.05,18.23,7.37,92.34,0.0,,,,,330829.3,362312.1,0.0,0.0,0,0,418,0,0,0,да,12565,74,0,0,0,53,1,0,2078,165,548,3878,0.0,0,16009.7,16009.7,204,0,12565,65,65.16,72.08,149.13,0,8,32,0
"Северо-Кавказский институт - филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации""",Северо-Кавказский институт - филиал федерального государственного бюджетного образовательного учреждения Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации,20.0,92.5,80.0,42.86,100.0,69.64,,,,,,0.0,65.42,34.58,3.22,89.28,2.86,0.0,83.62,48.11,16.38,72.51,0.0,,,,,61227.4,93585.9,0.0,0.0,0,0,251,0,0,0,да,2236,40,7,0,0,25,0,0,0,67,1229,873,0.0,0,2757.3,2757.3,72,0,2236,0,62.09,79.31,0.0,0,0,0,0
"Северо-Кавказский филиал ордена Трудового Красного Знамени федерального государственного бюджетного образовательного учреждения высшего образования ""Московский технический университет связи и информатики""",Северо-Кавказский филиал ордена Трудового Красного Знамени федерального государственного бюджетного образовательного учреждения Московский технический университет связи и информатики,12.5,70.83,91.67,0.0,0.0,36.26,,,,,,0.0,37.2,62.8,3.47,93.09,0.51,0.0,100.0,30.06,0.0,93.99,0.0,,,,,26820.0,72100.0,0.0,0.0,0,0,283,0,0,0,да,3662,24,0,0,0,5,0,0,0,63,0,978,277.78,0,2500.0,2500.0,323,0,3299,0,55.44,72.93,0.0,0,0,7,0
"Северо-Кавказский филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Российский государственный университет правосудия""(г.Краснодар)",Северо-Кавказский филиал федерального государственного бюджетного образовательного учреждения Российский государственный университет правосудия(г.Краснодар),18.18,90.91,83.64,0.0,100.0,90.89,,,,,,0.0,91.82,8.18,10.25,89.75,0.29,0.0,44.63,43.47,27.54,100.0,0.0,,,,,286941.1,312491.3,658.3,0.0,0,0,263,0,0,0,да,15714,110,0,0,0,7,0,0,1286,194,650,2429,181.48,0,32035.5,32035.5,550,0,15714,0,65.58,76.78,0.0,0,0,30,0
Северо-Кавказский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Белгородский государственный технологический университет им. В.Г. Шухова» (г. Минеральные Воды),Северо-Кавказский филиал федерального государственного бюджетного образовательного учреждения «Белгородский государственный технологический университет им. В.Г. Шухова» (г. Минеральные Воды),22.22,81.48,70.37,0.0,100.0,72.0,,,,,,0.0,74.89,25.11,8.37,89.67,0.44,100.0,100.0,50.11,0.0,80.65,0.0,,,,,32293.1,43119.8,0.0,0.0,0,0,124,0,0,0,да,3976,27,0,0,0,2,1,0,117,42,241,455,551.87,0,3610.0,3610.0,1321,0,3976,158,64.94,64.49,40.65,0,25,25,0
Северский технологический институт - филиал федерального государственного автономного образовательного учреждения высшего образования «Национальный исследовательский ядерный университет «МИФИ»,Северский технологический институт - филиал федерального государственного автономного образовательного учреждения «Национальный исследовательский ядерный университет «МИФИ»,25.53,76.6,74.47,100.0,83.31,13.14,,,,,,0.0,49.8,50.2,44.78,48.83,0.0,0.0,52.38,71.83,5.36,92.93,0.0,,,,,115230.7,231384.7,0.0,1318.0,1,0,580,0,0,0,да,18529,47,19,0,0,0,4,0,0,134,754,504,0.0,0,97436.8,97436.8,550,6740,11660,452,58.74,192.08,369.95,0,41,72,0
"Сергиево-Посадский институт игрушки - филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Высшая школа народных искусств (академия)""",Сергиево-Посадский институт игрушки - филиал федерального государственного бюджетного образовательного учреждения Высшая школа народных искусств (академия),0.0,50.0,100.0,0.0,12.95,8.29,,,,,,0.0,10.98,89.02,4.42,66.7,0.0,100.0,100.0,12.5,0.0,94.59,0.0,,,,,6935.7,63188.1,0.0,0.0,0,0,111,0,0,0,да,7180,2,0,0,0,0,1,0,199,40,0,56,233.33,0,2796.0,2796.0,0,466,4667,135,58.5,112.98,117.42,0,0,1,0
Сергиево-Посадский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Всероссийский государственный университет кинематографии имени С.А. Герасимова»,Сергиево-Посадский филиал федерального государственного бюджетного образовательного учреждения «Всероссийский государственный университет кинематографии имени С.А. Герасимова»,0.0,100.0,0.0,0.0,0.0,21.61,,,,,,0.0,21.63,78.37,0.0,99.97,0.0,0.0,0.0,100.0,0.0,42.13,0.0,,,,,15497.8,71651.8,0.0,0.0,0,0,197,0,0,0,да,9777,2,0,0,0,0,0,0,295,61,0,56,406.78,0,0.0,0.0,276,4290,5423,231,79.0,100.3,0.0,0,0,0,0
"Сибирский институт управления - филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации""",Сибирский институт управления - филиал федерального государственного бюджетного образовательного учреждения Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации,16.85,88.2,65.73,83.72,100.0,82.21,,,,,,0.0,83.63,16.37,0.35,92.02,1.96,100.0,64.66,61.62,7.43,83.0,0.0,,,,,585587.5,700250.4,0.0,0.0,0,0,1053,0,0,0,да,60490,178,86,0,1,105,6,0,0,515,1960,5368,133.17,0,2471.6,2471.6,1226,24035,33430,152,63.85,92.56,91.08,0,0,0,0
Сибирский казачий институт технологий и управления (филиал) Московского государственного университета технологий и управления имени К.Г.Разумовского,Сибирский казачий институт технологий и управления (филиал) Московского государственного университета технологий и управления имени К.Г.Разумовского,0.0,100.0,100.0,0.0,100.0,49.9,,,,,,0.0,55.39,44.61,2.05,89.05,2.4,0.0,100.0,6.01,0.0,100.0,0.0,,,,,35572.7,64224.8,0.0,0.0,0,0,377,0,0,0,да,14494,5,0,0,0,10,0,0,815,23,348,416,0.0,0,1314.5,1314.5,841,6634,7860,140,84.3,76.1,38.11,0,19,19,0
