University,Short Name,Доля ППС возрастной категории моложе 40 лет,Доля ППС возрастной категории моложе 65 лет,"Доля ППС, имеющих ученые степени","Доля аспирантов (адъюнктов), интернов, ординаторов, ассистентов-стажеров, обучающихся в очной форме",Доля внебюджетных средств в доходах от научных исследований и разработок,Доля внебюджетных средств в доходах от образовательной деятельности,Доля доходов вуза  из бюджета субъекта РФ и местного бюджета,Доля доходов вуза  из внебюджетных источников,Доля доходов вуза  из федерального бюджета,Доля доходов вуза  от научных исследований и разработок в общих доходах вуза,Доля доходов вуза  от образовательной деятельности в общих доходах вуза,Доля доходов филиала  из бюджета субъекта РФ и местного бюджета,Доля доходов филиала  из внебюджетных источников,Доля доходов филиала  из федерального бюджета,Доля доходов филиала  от научных исследований и разработок в общих доходах филиала,Доля доходов филиала  от образовательной деятельности в общих доходах филиала,"Доля иностранных студентов в общей численности студентов, обучающихся по программам бакалавриата, специалитета, магистратуры","Доля научных работников, имеющих ученые степени","Доля обучающихся по программам бакалавриата в общей численности обучающихся по программам бакалавриата, специалитета, магистратуры","Доля обучающихся по программам бакалавриата, специалитета, магистратуры в очной форме","Доля обучающихся по программам магистратуры в общей численности обучающихся по программам бакалавриата, специалитета, магистратуры","Доля персональных компьютеров, имеющих доступ к Интернету","Доля студентов, не обеспеченных собственным общежитием, в числе студентов, нуждающихся в общежитии",Доходы вуза  из внебюджетных источников,Доходы вуза  из всех источников,Доходы вуза  от образовательной деятельности из иностранных источников,Доходы вуза из иностранных источников на выполнение НИОКР,Доходы филиала  из внебюджетных источников,Доходы филиала  из всех источников,Доходы филиала  от образовательной деятельности из иностранных источников,Доходы филиала из иностранных источников на выполнение НИОКР,Количество бизнес-инкубаторов,Количество малых предприятий,Количество персональных компьютеров,"Количество созданных результатов интеллектуальной деятельности, имеющих правовую охрану за пределами России",Количество технопарков,Количество центров коллективного пользования научным оборудованием,Наличие электронной библиотечной системы,Общая площадь зданий (помещений),Общая численность ППС (без внешних совместителей и работающих по договорам ГПХ),"Общая численность аспирантов (адъюнктов), интернов, ординаторов, ассистентов-стажеров",Общая численность докторантов,"Общая численность иностранных аспирантов (адъюнктов), интернов, ординаторов, ассистентов-стажеров","Общая численность иностранных студентов, обучающихся по программам бакалавриата, специалитета, магистратуры",Общая численность научных работников (без внешних совместителей и работающих по договорам ГПХ),"Общая численность обучающихся по очной форме обучения по программам бакалавриата, специалитета, магистратуры, реализуемым совместно с зарубежными вузами и ведущим к получению двух дипломов",Общая численность обучающихся по программам среднего профессионального образования,Общая численность работников образовательной организации (без внешних совместителей и работающих по договорам ГПХ),Общая численность слушателей программ дополнительного профессионального образования,"Общая численность студентов, обучающихся по программам бакалавриата, специалитета, магистратуры",Общее количество публикаций организации в расчете на 100 НПР,"Общее число образовательных программ высшего образования, реализуемых совместно с зарубежными вузами и ведущих к получению двух дипломов","Общий объем средств, поступивших (за отчетный год) от выполнения НИОКР, выполненных собственными силами","Общий объем средств, поступивших (за отчетный год) от выполнения работ, услуг, связанных с научными, научно-техническими, творческими услугами и разработками, выполненных собственными силами",Площадь крытых спортивных сооружений,Площадь общежитий,Площадь учебно-лабораторных зданий,"Площадь, предназначенная для научно-исследовательских подразделений","Средний балл ЕГЭ студентов, принятых на обучение по программам бакалавриата и специалитета, по всем формам обучения",Средняя заработная плата ППС (без внешних совместителей и работающих по договорам ГПХ),Средняя заработная плата научных работников (без внешних совместителей и работающих по договорам ГПХ),Число диссертационных советов,"Число предприятий, с которыми заключены договоры на подготовку специалистов","Число предприятий, являющихся базами практики, с которыми оформлены договорные отношения","Число статей, подготовленных совместно с зарубежными организациями"
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Вятский государственный агротехнологический университет"" (ФГБОУ ВО Вятский ГАТУ)",Вятский государственный агротехнологический университет (ФГБОУ ВО Вятский ГАТУ),25.35,82.39,82.39,89.47,29.54,23.43,0.0,26.54,73.46,5.41,52.51,,,,,,3.97,0.0,70.87,48.72,9.2,100.0,0.0,130685.5,492450.1,3621.7,0.0,,,,,0,5,667,0,1,0,да,84418,142,38,0,0,130,0,0,288,363,365,3272,1042.27,0,26641.4,29361.6,1878,25668,50034,466,60.4,72.85,0.0,0,0,0,0
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Глазовский государственный педагогический институт имени В.Г. Короленко""",Глазовский государственный педагогический институт имени В.Г. Короленко,13.4,81.44,70.1,45.45,67.83,38.06,0.0,16.22,83.78,1.6,28.8,,,,,,14.92,0.0,93.48,74.53,6.52,100.0,0.0,104127.0,642002.2,0.0,0.0,,,,,0,0,681,0,2,0,да,41216,97,11,0,0,382,0,13,107,292,437,2560,187.3,1,10258.0,10258.0,1449,17151,23493,420,60.86,73.72,0.0,0,0,0,1
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Дагестанский государственный медицинский университет"" Министерства здравоохранения Российской Федерации",Дагестанский государственный медицинский университет Министерства здравоохранения Российской Федерации,20.53,74.29,72.12,89.93,94.96,37.14,0.0,41.24,58.76,4.57,93.12,,,,,,3.83,50.0,0.0,100.0,0.0,90.99,0.0,555652.7,1347351.7,0.0,0.0,,,,,0,0,1065,0,0,1,да,247375,599,844,0,3,260,2,33,2104,1242,2357,6783,219.44,2,59562.8,59562.8,11070,17544,229831,2044,67.9,62.93,61.31,1,0,0,2
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Дагестанский государственный педагогический университет""",Дагестанский государственный педагогический университет,13.61,92.41,85.6,65.85,0.0,6.58,0.0,7.46,92.54,0.43,98.59,,,,,,3.37,0.0,83.59,36.57,15.91,100.0,57.07,65507.3,878064.1,0.0,0.0,,,,,0,0,641,0,1,0,да,61090,382,164,0,0,340,0,0,0,699,506,10101,430.17,0,3800.0,3800.0,5461,19737,38765,2500,61.36,42.55,0.0,0,11,44,0
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Дагестанский государственный технический университет""",Дагестанский государственный технический университет,12.5,75.43,77.59,89.83,100.0,15.56,0.32,33.77,65.92,18.3,76.24,,,,,,3.15,0.0,70.59,52.76,18.71,28.7,0.0,183009.2,541982.1,3167.1,0.0,,,,,1,17,2272,0,1,1,да,65006,232,118,0,1,117,2,0,152,448,594,3709,396.59,0,99157.5,102919.2,3417,15464,48825,145,60.47,54.9,29.64,3,0,0,10
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Дагестанский государственный университет""",Дагестанский государственный университет,13.73,81.94,76.88,43.2,94.47,31.01,0.0,35.11,64.89,10.37,80.09,,,,,,1.29,37.5,66.44,60.45,23.38,97.73,0.0,469010.8,1335924.2,5974.1,0.0,,,,,1,4,2200,0,1,1,да,87756,692,125,0,2,138,16,0,1209,1452,1087,10700,1288.15,2,138578.7,138578.7,3834,15050,70536,0,63.83,56.85,60.91,0,0,0,21
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Дальневосточный государственный аграрный университет""",Дальневосточный государственный аграрный университет,23.02,87.05,84.17,77.97,92.74,21.9,1.2,24.02,74.78,6.05,60.01,,,,,,1.4,100.0,84.62,53.31,10.03,96.14,0.0,217059.9,903638.2,4666.1,0.0,,,,,1,0,855,0,0,0,да,86894,139,59,0,3,55,2,0,735,347,575,3939,638.18,0,54704.3,54704.3,3498,27300,44115,4102,53.24,113.07,127.83,2,146,83,3
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Екатеринбургский государственный театральный институт""",Екатеринбургский государственный театральный институт,10.34,48.28,62.07,100.0,19.43,47.35,0.0,33.16,66.84,7.75,59.33,,,,,,6.53,0.0,0.9,43.24,2.03,84.51,0.0,54404.9,164067.6,1412.3,0.0,,,,,0,0,71,0,0,0,да,11286,29,1,0,0,29,0,0,0,72,112,444,41.38,0,12659.7,12659.7,0,4998,6288,0,72.63,93.61,0.0,0,0,0,0
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Ивановский государственный университет""",Ивановский государственный университет,23.04,83.04,83.48,94.05,49.47,37.74,0.44,25.94,73.62,4.45,57.79,,,,,,14.13,100.0,78.79,72.68,18.55,100.0,1.66,152143.8,586505.7,3328.6,0.0,,,,,1,0,909,0,0,0,да,56692,230,84,0,9,451,13,0,0,449,1279,3192,863.46,0,26090.2,26090.2,2363,14835,31560,270,67.72,55.91,84.11,1,0,0,29
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Ижевская государственная медицинская академия"" Министерства здравоохранения Российской Федерации",Ижевская государственная медицинская академия Министерства здравоохранения Российской Федерации,17.03,74.45,81.7,93.8,100.0,20.56,0.0,26.09,73.91,0.04,93.04,,,,,,6.67,0.0,0.0,100.0,0.0,87.71,2.79,253592.4,972087.2,19808.4,0.0,,,,,0,1,1001,0,0,0,да,63272,317,613,0,10,245,0,0,0,678,1509,3671,347.6,0,397.6,397.6,3786,16756,43992,566,71.14,80.96,0.0,0,21,40,8
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Иркутский государственный университет""",Иркутский государственный университет,18.86,79.4,74.81,71.05,14.89,36.62,0.23,27.75,72.01,12.63,62.63,,,,,,3.81,37.78,85.81,71.13,12.47,92.54,47.75,800896.1,2885774.8,42.3,8362.2,,,,,0,6,3350,0,0,2,да,230247,806,228,2,15,568,90,0,36,1735,1551,14910,445.23,0,364498.3,364498.3,3129,80531,142978,9868,65.36,112.67,121.48,4,0,0,66
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Казанская государственная академия ветеринарной медицины имени Н.Э. Баумана"" (ФГБОУ ВО Казанская ГАВМ)",Казанская государственная академия ветеринарной медицины имени Н.Э. Баумана (ФГБОУ ВО Казанская ГАВМ),24.77,91.74,91.74,100.0,66.45,11.27,0.0,22.68,77.32,6.81,84.56,,,,,,7.95,100.0,26.7,63.33,2.21,73.99,0.0,83195.6,366796.9,11223.9,0.0,,,,,0,1,469,0,0,1,да,48690,109,32,0,5,169,2,0,0,306,605,2127,719.82,0,16592.1,16592.1,885,20373,24033,0,64.64,86.23,102.23,2,150,305,12
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Казанский государственный архитектурно-строительный университет""",Казанский государственный архитектурно-строительный университет,29.28,82.57,81.58,56.4,100.0,44.03,0.0,45.89,54.11,5.26,68.08,,,,,,4.36,100.0,80.97,85.57,15.69,96.67,0.0,515390.2,1123021.1,15629.3,0.0,,,,,1,2,1293,0,0,0,да,79703,304,172,0,10,214,1,21,0,686,636,4908,335.53,0,58399.5,63691.6,5885,24289,52236,171,70.74,93.25,186.48,1,0,0,5
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Казанский государственный институт культуры""",Казанский государственный институт культуры,38.19,92.96,48.74,50.0,14.49,23.51,1.53,23.99,74.48,18.92,75.33,,,,,,3.61,100.0,79.96,58.29,9.1,54.29,61.36,103308.8,430670.5,0.0,0.0,,,,,0,0,536,0,0,0,да,18442,199,54,0,6,73,2,0,0,331,4597,2021,246.04,1,0.0,0.0,1183,3866,14309,216,74.47,63.69,40.6,3,0,363,1
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Казанский национальный исследовательский технический университет им. А.Н. Туполева-КАИ""",Казанский национальный исследовательский технический университет им. А.Н. Туполева-КАИ,22.64,68.44,73.93,100.0,75.39,16.77,0.06,33.72,66.22,21.33,70.65,,,,,,10.02,30.0,74.58,78.64,17.07,91.71,45.62,1050217.2,3114464.4,77557.6,0.0,,,,,0,16,4557,0,0,1,да,183690,583,309,0,9,1048,30,67,2002,1818,1879,10461,551.92,7,626194.6,638816.4,18627,46090,132752,1611,73.0,99.55,115.8,7,54,375,41
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Калужский государственный университет им. К.Э. Циолковского""",Калужский государственный университет им. К.Э. Циолковского,21.24,87.17,78.32,78.71,99.27,52.87,2.36,48.93,48.71,4.11,78.02,,,,,,3.83,42.86,71.33,63.1,11.46,100.0,20.92,446154.0,911883.6,24537.1,0.0,,,,,0,0,1067,0,0,1,да,75695,226,155,0,7,263,7,0,0,443,1240,6875,655.56,0,36323.8,36323.8,1755,25189,45412,140,67.07,91.26,184.92,0,71,1387,0
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Кемеровский государственный медицинский университет"" Министерства здравоохранения Российской Федерации",Кемеровский государственный медицинский университет Министерства здравоохранения Российской Федерации,18.15,74.38,73.67,97.98,41.43,15.02,0.0,17.51,82.49,7.14,87.54,,,,,,8.09,0.0,3.09,98.14,0.0,62.08,1.68,177843.6,1015498.0,36281.6,701.2,,,,,0,0,1105,0,0,1,да,134192,281,446,0,2,317,1,0,0,483,1652,3916,916.33,0,72360.0,72360.0,1131,22269,109042,427,70.74,100.31,97.49,0,43,314,33
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Костромской государственный университет""",Костромской государственный университет,18.04,87.89,71.91,66.23,45.01,18.98,1.17,20.8,78.03,3.38,87.65,,,,,,2.4,16.67,82.05,59.29,14.12,100.0,0.0,168250.3,808973.3,0.0,0.0,,,,,0,3,2122,0,0,0,да,132254,388,151,0,6,146,12,0,128,802,673,6089,537.04,0,27325.0,27946.0,3153,40861,88632,2162,64.01,63.45,54.21,2,0,168,11
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Краснодарский государственный институт культуры""",Краснодарский государственный институт культуры,31.11,77.78,56.11,75.36,31.08,35.49,0.0,33.76,66.24,2.74,78.95,,,,,,8.12,0.0,73.56,54.21,10.72,89.98,0.0,222182.0,658092.0,0.0,0.0,,,,,0,0,609,0,0,0,да,31185,180,69,0,25,222,0,94,408,444,4599,2734,234.67,1,18048.9,23419.2,228,11142,18886,512,79.7,77.7,0.0,1,270,439,4
